name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Kawaii,Yes,No,3.8/5,138,HSR,Dessert Parlor,"Mochi Ice Cream, Milk Tea","Desserts, Ice Cream",500,Delivery,Bellandur
B.M.W - Bhookh Mitaane Wala,Yes,No,3.7/5,500,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Masala Maggi, Gajar Ka Halwa","North Indian, South Indian, Chinese",500,,
" """"RATED\n  first of all very bad delivery experience it's very late and food was very very cold very bad experience"""")", ('Rated 5.0', 'RATED\n  Good awasome taste'), ('Rated 1.0'," """"RATED\n  Zomato is always a good service and helpful. (besides occasionally getting lost occasionally) but the food we purchased was terrible. I love food and can usually eat anything. but the amount of food wouldn't feed a child. They definitely take advantage of the person ordering online. the noodles were hard and chicken was constant fat or dry. no balance piece to even pretend it was good. also requested them to put extra salt and soy sauce which they did not. just broken fork and spoon with baby-sized food. Zomato I recommend you don't use these restaurants to increase the quality care of your customers. thanks :}"""")"," """"RATED\n  you didn't deliver the order on time and it's not hot.."""")", ('Rated 4.0', 'RATED\n  price is more , but paneer was good'), ('Rated 2.0', 'RATED\n  curd rice has not gud because of its too sweety.but i ve ordering a curd rice it was getting a sweet curd rice.'), ('Rated 4.0'
Hyderabad Biryaani Palace,No,No,3.3/5,12,Bellandur,Casual Dining,,"Chinese, South Indian, North Indian, Biryani",700,Delivery,Bellandur
Pasta Twist,No,No,,0,Bellandur,Quick Bites,,"Italian, Fast Food",400,Delivery,Bellandur
Nawab's Kitchen,No,No,,0,Bellandur,Quick Bites,,"Biryani, Chinese",400,Delivery,Bellandur
The Ganache Factory,No,No,,0,Bellandur,"Dessert Parlor, Bakery",,"Desserts, Bakery",400,Delivery,Bellandur
Lucknow Central,Yes,No,3.0/5,21,Marathahalli,Quick Bites,,North Indian,350,Delivery,Bellandur
Lovely Knights,Yes,No,3.5/5,356,Bellandur,Delivery,"Dragon Chicken, Noodles","North Indian, Chinese",500,Delivery,Bellandur
All In One Desi Khana,No,No,,0,Bellandur,Quick Bites,,"North Indian, Chinese, Biryani",500,Delivery,Bellandur
California Burrito,No,No,3.7/5,23,Bellandur,"Food Court, Quick Bites",,"Mexican, Fast Food",400,Delivery,Bellandur
Archana's First Crush,Yes,No,3.7/5,31,Sarjapur Road,Bakery,,"Bakery, Desserts",400,Delivery,Bellandur
Punjabi,No,No,,0,Bellandur,Quick Bites,,"North Indian, Chinese",500,Delivery,Bellandur
Me And My Cake,No,No,,0,Bellandur,"Takeaway, Delivery",,"Bakery, Desserts",500,Delivery,Bellandur
Taste of Chettinad,No,No,,0,Bellandur,Delivery,,"Chettinad, South Indian",400,Delivery,Bellandur
Noodle Oodle,No,No,,0,Bellandur,"Takeaway, Delivery",,Chinese,400,Delivery,Bellandur
Elaz Rannaghor,No,No,,0,Bellandur,"Takeaway, Delivery",,"Bengali, North Indian",350,Delivery,Bellandur
Telugu Velugu,No,No,3.0/5,6,Bellandur,Food Court,,"South Indian, Biryani",300,Delivery,Bellandur
Gowdaaa Mane Oota,No,No,3.4/5,7,Bellandur,Quick Bites,,South Indian,200,Delivery,Bellandur
Mast Kalandar,No,No,2.1/5,337,Bellandur,Casual Dining,"Khichda, Gaon Ki Thali, Buttermilk, Dal Makhani, Paratha, Shikanji, Paneer Bhurji",North Indian,450,Delivery,Bellandur
Lazeez,No,No,2.7/5,52,Bellandur,"Takeaway, Delivery",,"North Indian, Mughlai, Biryani",600,Delivery,Bellandur
RICE BAR,No,No,,0,Bellandur,Delivery,,"North Indian, Biryani",500,Delivery,Bellandur
Ghar Ka Aahar,No,No,,0,Bellandur,Delivery,,North Indian,400,Delivery,Bellandur
Burger & Kulfi Plaza,No,No,,0,Bellandur,"Food Court, Quick Bites",,Fast Food,300,Delivery,Bellandur
Pitta Biryani,No,No,,0,Bellandur,Delivery,,Biryani,400,Delivery,Bellandur
Eat Repeat Express,No,No,,0,Bellandur,Delivery,,"North Indian, Chinese, Continental",600,Delivery,Bellandur
Teekhi Mirrchi,No,No,,0,Bellandur,"Takeaway, Delivery",,"Chinese, North Indian",700,Delivery,Bellandur
The French Loaf,No,No,,0,Bellandur,"Bakery, Quick Bites",,"Bakery, Desserts",400,Delivery,Bellandur
Hotel Thansika,No,No,,0,Bellandur,Quick Bites,,"South Indian, Biryani",200,Delivery,Bellandur
Biryani Factory,No,No,,0,Bellandur,Delivery,,Biryani,400,Delivery,Bellandur
VM Amul Ice Cream,No,No,,0,Bellandur,Dessert Parlor,,Ice Cream,100,Delivery,Bellandur
Shiv Shakti Hotel,No,No,,0,Bellandur,Quick Bites,,North Indian,200,Delivery,Bellandur
Basaveshwara Khanavali,No,No,,0,Bellandur,Quick Bites,,North Indian,200,Delivery,Bellandur
Bonfooder,Yes,No,3.9/5,36,Sarjapur Road,Delivery,"Dahi Bhalle, Thali",North Indian,400,Delivery,Bellandur
Cafe At The Atelier,Yes,No,4.2/5,500,Sarjapur Road,Cafe,"Coffee, Pasta, Burgers, Chocolate Milkshake, Spaghetti, Sandwich, Pancakes","Cafe, Continental, Italian, Salad",800,Delivery,Bellandur
Hotel Aahaa,No,No,3.7/5,25,Bellandur,Quick Bites,,South Indian,200,Delivery,Bellandur
Best Biryani,No,No,,0,Bellandur,Quick Bites,,"North Indian, Biryani, Desserts",300,Delivery,Bellandur
Indori Zaika,No,No,3.2/5,7,Bellandur,"Takeaway, Delivery",,North Indian,300,Delivery,Bellandur
Crack That,No,No,3.3/5,6,Bellandur,"Food Court, Quick Bites",,Continental,500,Delivery,Bellandur
Yummy Punjabi Delight,No,No,3.2/5,6,Bellandur,Quick Bites,,North Indian,500,Delivery,Bellandur
Ande Ka Funda,No,No,3.0/5,21,Bellandur,Quick Bites,,Fast Food,150,Delivery,Bellandur
Nandana Mess,No,No,3.4/5,7,Bellandur,Mess,,"South Indian, Chinese",350,Delivery,Bellandur
Pots N Pans,No,No,3.3/5,5,Bellandur,Delivery,,"North Indian, Chinese, Biryani",600,Delivery,Bellandur
Litti Chokha Junction,No,No,,0,Bellandur,Quick Bites,,"Bihari, Chinese",250,Delivery,Bellandur
Northern Tadka,No,No,,0,Bellandur,"Takeaway, Delivery",,North Indian,400,Delivery,Bellandur
Wangchuk Trail,No,No,,0,Bellandur,"Takeaway, Delivery",,Chinese,200,Delivery,Bellandur
Neetu's Kitchen,No,No,3.8/5,21,Bellandur,"Takeaway, Delivery",,"Bengali, North Indian",350,Delivery,Bellandur
Chatorr,No,No,2.9/5,78,Bellandur,Quick Bites,,"Fast Food, Street Food",400,Delivery,Bellandur
New Desi Paratha Point,No,No,,0,Bellandur,Quick Bites,,"North Indian, Chinese",400,Delivery,Bellandur
Paani Puri Adda,No,No,,0,Bellandur,Delivery,,North Indian,300,Delivery,Bellandur
Flamin Grill,No,No,3.5/5,10,Bellandur,Casual Dining,,"Lebanese, Turkish, BBQ, Burger",600,Delivery,Bellandur
Sultan's Biryani,No,No,3.1/5,5,Bellandur,Delivery,,"Biryani, North Indian",700,Delivery,Bellandur
Eatsomnia,Yes,No,3.5/5,435,Koramangala 1st Block,Delivery,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi","North Indian, South Indian, Chinese, Continental",500,Delivery,Bellandur
#FeelTheROLL,No,No,3.4/5,7,Bellandur,Quick Bites,,Fast Food,200,Delivery,Bellandur
38 Sugar Lane,No,No,,0,Bellandur,"Takeaway, Delivery",,"Bakery, Desserts",850,Delivery,Bellandur
Mast Biryani - Fresh Indian Kitchen,No,No,3.2/5,4,Bellandur,"Takeaway, Delivery",,"Biryani, North Indian, Mughlai, Fast Food",500,Delivery,Bellandur
BTM Bawarchi Biryani,No,No,,0,Bellandur,Casual Dining,,"Biryani, North Indian, Chinese",600,Delivery,Bellandur
Hotel Masthi Kabab,No,No,3.1/5,9,Bellandur,Quick Bites,,"North Indian, Chinese",300,Delivery,Bellandur
Palki's,No,No,3.0/5,155,Bellandur,Casual Dining,"Outdoor Sitting Arrangement, Vegetable Biryani, Dal Makhani, Veg Thali","North Indian, Biryani",800,,
 DID NOT EXPECT IT WOULD BE TOO GOOD. HATS OFF TO THE MANAGER & TEAM. THOUGH SMALL RESTAURANT BUT DYNAMIC ONE LIKE OTHERS BIG BRANDS.\n\nAMBIENCE IS OKAY, BUT THE FOOD - CHICKEN BHARTA & RAILWAY MUTTON CURRY WAS OUT OF THE WAY.\nSERVICE WAS TOO GOOD, LIKE THE BUTLER SERVICE. PRADEEP KEEP UP THE GOOD WORK.\n\nWILL VISIT SOON. CHEERS!!!'), ('Rated 1.0', 'RATED\n  Pathetic place to order food from. Have had 2 very very bad experiences, please order from other place if you want to get your food delivered in time and hot. There are many good places around!!'), ('Rated 3.0'," """"RATED\n  Pros : very tasty north indian food. We have tried malai kofta", tandoori chicken," soups and most of the items were good. Food price Palki deserve a rating of 4.\n\nPrice: seeing the ambience and location the price is on the higher side and matches the rates of any upmarket restaurant.\n\nCon's: ambience. This is a small resturant just on the service road so there is no notion of privacy. The resturant is just down below bellndur flyover next to apollo pharmacy. You may want to go for a home delivery rather."""")", FOR LUNCH, DID NOT EXPECT IT WOULD BE TOO GOOD. HATS OFF TO THE MANAGER & TEAM. THOUGH SMALL RESTAURANT BUT DYNAMIC ONE LIKE OTHERS BIG BRANDS.\n\nAMBIENCE IS OKAY
Al Khwaja,No,No,3.0/5,13,Bellandur,Casual Dining,,"North Indian, Chinese",400,Delivery,Bellandur
Spice Of Kolkata,No,No,2.8/5,116,Bellandur,Food Court,"Rolls, Biryani, Dum Aloo","Bengali, Rolls, Chinese",400,Delivery,Bellandur
Spicy Hub,No,No,3.0/5,26,Bellandur,Quick Bites,,North Indian,400,Delivery,Bellandur
Devi's Cakes N Bakes,No,No,3.6/5,31,Bellandur,Bakery,,"Bakery, Desserts",200,Delivery,Bellandur
Ramana Hotel,No,No,,0,Bellandur,Quick Bites,,"South Indian, North Indian",300,Delivery,Bellandur
Annabell,No,No,,0,Bellandur,"Quick Bites, Beverage Shop",,"Continental, Beverages",700,Delivery,Bellandur
Taste Of India,No,No,3.1/5,5,Bellandur,Quick Bites,,"North Indian, Rolls",400,Delivery,Bellandur
Tyohaar Restaurant,No,No,,0,Bellandur,Quick Bites,,"Hyderabadi, Biryani",400,Delivery,Bellandur
Cravingz,No,No,,0,Bellandur,Quick Bites,,"Fast Food, Beverages",400,Delivery,Bellandur
PiÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â±ata,No,No,3.7/5,19,Bellandur,Bakery,,Bakery,400,Delivery,Bellandur
Coffee Tea & More,No,No,,0,Bellandur,Quick Bites,,"Fast Food, Coffee",100,Delivery,Bellandur
Biryani Treat,No,No,,0,Bellandur,Quick Bites,,Biryani,400,Delivery,Bellandur
Biryani Treat,No,No,,0,Bellandur,Quick Bites,,Biryani,400,Delivery,Bellandur
MK Dabbawala,No,No,,0,Bellandur,"Takeaway, Delivery",,North Indian,400,Delivery,Bellandur
Vandana Mess,No,No,,0,Bellandur,Mess,,South Indian,200,Delivery,Bellandur
Biryani Cart,No,No,,0,Bellandur,Delivery,,"Biryani, North Indian",400,Delivery,Bellandur
Five Satr Chiken,No,No,NEW,0,Bellandur,Quick Bites,,Fast Food,300,Delivery,Bellandur
Savi Sagar,No,No,3.2/5,6,Bellandur,"Food Court, Quick Bites",,"North Indian, South Indian, Chinese",400,Delivery,Bellandur
Spice Garden by Dum Mast Biryani,No,No,3.2/5,59,Bellandur,Casual Dining,"Biryani, Paneer Pasanda","North Indian, South Indian, Biryani, Continental",550,Delivery,Bellandur
Mumichi,No,No,,0,Bellandur,Delivery,,North Indian,150,Delivery,Bellandur
Cafe Olive,No,No,3.8/5,114,Bellandur,Cafe,"Pasta, Pizza, Burgers, Sandwiches, Greek Salad, Sandwich, French Fries","Cafe, European, Beverages, Italian",550,,
 'RATED\n  A very new place with very tasty Italian and south indian food,great food at very low price,worth eating. Very hygienic and value for money.'), ('Rated 5.0'," """"RATED\n  I've been to this cafÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x83ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚Ã‚Â© for few times now.\nTaste - Starters", worthy each penny.\nService - Very friendly and courteous\nQuality - They are very particular when it comes to quality. They always use fresh produce, ingredients. The place is neat, clean too.\nI would really like to see some more additions to their already impressive menu.\nOverall, its a CafÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x83ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚Ã‚Â© worth trying at and soon," you will be a regular.... :)"""")", pasta and pizza all were super delicious and reasonably priced.\nThe place looked very hygienic , though a bit small (there is only one table inside and 2 outside ) . \nAlso the service was a bit slow
La Mirch,No,No,,0,Bellandur,Delivery,,"North Indian, Kashmiri",400,Delivery,Bellandur
Starve Nights,No,No,,0,Bellandur,Food Court,,"Biryani, Chinese, North Indian",450,Delivery,Bellandur
Parathabox,No,No,3.8/5,63,Bellandur,Delivery,"Cheesy Corn, Paneer Cheese","Fast Food, North Indian",150,Delivery,Bellandur
Sona's Kitchen,No,No,,0,Bellandur,"Takeaway, Delivery",,North Indian,300,Delivery,Bellandur
Chaatora Ghar,No,No,,0,Bellandur,Food Court,,North Indian,200,Delivery,Bellandur
La-Pizza,Yes,No,3.6/5,151,East Bangalore,Delivery,"Pasta, Burgers, Farm Pizza, Fries","Italian, Pizza, Burger",450,Delivery,Bellandur
Kabab Ghar,Yes,No,3.1/5,11,Bellandur,"Takeaway, Delivery",,"Biryani, North Indian, Kebab",600,Delivery,Bellandur
Chicken Shawarma Hub,No,No,3.1/5,14,Bellandur,"Takeaway, Delivery",,"Fast Food, Arabian, Beverages",250,Delivery,Bellandur
Mont Blanc Cafe,Yes,No,3.8/5,35,Bellandur,Cafe,,"Cafe, Bakery, Italian",650,Delivery,Bellandur
Vishal Foods,Yes,No,,0,Bellandur,Quick Bites,,Fast Food,300,Delivery,Bellandur
Dosa Time,Yes,No,,0,Sarjapur Road,Quick Bites,,South Indian,150,Delivery,Bellandur
Spicy Andhra,Yes,No,2.9/5,22,Marathahalli,Casual Dining,,"Andhra, North Indian, Chinese",600,Delivery,Bellandur
Nite Out,Yes,No,4.0/5,353,Sarjapur Road,Delivery,"Brownie Chocolate, Chicken Biryani, Veg Momos, Noodles","North Indian, Chinese, Biryani",500,Delivery,Bellandur
Visantoe,Yes,No,,0,Marathahalli,Food Court,,"Steak, Continental",500,Delivery,Bellandur
Crunch Pizzas,Yes,No,2.5/5,52,Bellandur,"Takeaway, Delivery",,"Italian, Pizza",600,Delivery,Bellandur
The Rice Company,Yes,No,,0,HSR,Delivery,,"North Indian, Biryani",600,Delivery,Bellandur
Mughal Samraj,Yes,No,3.2/5,4,Bellandur,Casual Dining,,Fast Food,600,Delivery,Bellandur
That Garage Cafe,Yes,No,3.1/5,100,HSR,Cafe,"Coffee, Mutton Steak, Veg Burger, Plum Cake, Ginger Tea","Cafe, Italian, Continental, European",650,Delivery,Bellandur
Atithi Food Park,Yes,No,,0,Marathahalli,Casual Dining,,"South Indian, North Indian, Chinese",450,Delivery,Bellandur
Papacream,No,No,3.8/5,28,Sarjapur Road,Dessert Parlor,,"Desserts, Ice Cream",350,Delivery,Bellandur
Santo's,Yes,No,,0,Marathahalli,Food Court,,North Indian,500,Delivery,Bellandur
Tandoori Ghar,Yes,No,,0,Bellandur,Casual Dining,,"North Indian, Chinese, Biryani",400,Delivery,Bellandur
Cupcake Noggins,No,No,3.9/5,177,Sarjapur Road,Dessert Parlor,"Cup Cake, Chocolate Decadence, Blueberry Cheesecake, Coffee","Desserts, Bakery",300,Delivery,Bellandur
Zaika of North,No,No,,0,Sarjapur Road,Quick Bites,,"North Indian, Chinese",500,Delivery,Bellandur
Ghar Ka Chulha,No,No,,0,Marathahalli,Delivery,,North Indian,150,Delivery,Bellandur
Burger Crush,No,No,3.2/5,4,Sarjapur Road,Delivery,,Fast Food,500,Delivery,Bellandur
Juice Berg,No,No,3.3 /5,4,Sarjapur Road,Beverage Shop,,Juices,200,Delivery,Bellandur
Court Cafe,Yes,No,,0,Sarjapur Road,Quick Bites,,"Fast Food, Beverages",300,Delivery,Bellandur
Wang's Xanadu Momo,Yes,No,3.8/5,14,HSR,Quick Bites,,"Tibetan, Chinese, Momos",250,Delivery,Bellandur
Biriyani Bungalow,Yes,No,3.1/5,4,HSR,Casual Dining,,"Biryani, North Indian",600,Delivery,Bellandur
Chination,Yes,No,3.7/5,5,Sarjapur Road,Delivery,,Chinese,600,Delivery,Bellandur
Yummy Pot,Yes,No,,0,HSR,Quick Bites,,North Indian,300,Delivery,Bellandur
Chriz Cafe,Yes,No,3.5/5,11,Sarjapur Road,"Takeaway, Delivery",,"South Indian, Biryani",400,Delivery,Bellandur
Healthy Sapiens,Yes,No,3.8/5,22,Frazer Town,Delivery,,"American, European, Healthy Food",300,Delivery,Bellandur
Lassi & More,Yes,No,,0,HSR,Beverage Shop,,Juices,150,Delivery,Bellandur
Nawab-E-Khana,Yes,No,,0,Bellandur,"Takeaway, Delivery",,"North Indian, Biryani",500,Delivery,Bellandur
Aaha Andhra,Yes,No,3.7/5,11,Bellandur,Casual Dining,,"Andhra, Biryani, North Indian",900,Delivery,Bellandur
Mint Spice CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© & Restaurant,Yes,No,3.0/5,12,Bellandur,Casual Dining,,"North Indian, Chinese",500,Delivery,Bellandur
Goodness! Beverages,Yes,No,,0,Marathahalli,"Takeaway, Delivery",,Beverages,250,Delivery,Bellandur
Swathi Deluxe,Yes,Yes,3.9/5,218,Marathahalli,Casual Dining,"Ghee Roast Mutton, Paneer Tikka Masala, Dum Aloo, Fish, Murgh Ghee Roast, Chilli Chicken, Fried Rice","North Indian, Seafood, Chinese, Biryani",750,Delivery,Bellandur
Ultra Biriyani Paradise,Yes,No,3.2/5,4,Sarjapur Road,Quick Bites,,Biryani,300,Delivery,Bellandur
Zangos Grill,Yes,No,,0,Marathahalli,Delivery,,"BBQ, Fast Food",300,Delivery,Bellandur
THE RIG,No,Yes,4.3/5,1585,Sarjapur Road,"Microbrewery, Casual Dining","Bang Bang Chicken, Cocktails, Vegetable Biryani, Craft Beer, Stout, Cosmopolitan, Sandwich","Continental, Finger Food, Pizza",1500,,
 'RATED\n  They are clueless in every sense. Many of the drinks on the menu were not available, waiter wasnÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92t even sure whatÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s available and what not. Post 10 mins of above discussion they did serve drink which at the time of Bill I was told is higher valued drink as the drink I asked for wasnÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92t available. We were served food which we didnÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92t order and that too it was disappointing. They need to work on lot of things'), ('Rated 4.0'," """"RATED\n  Hop here for a happy time", the music, ('Rated 3.0', 'RATED\n  Visited on Sunday evening. Ambience is good. Giving 3 stars only because of karaoke night. Had fun listening to some nice singers and not so nice ones too.\nService is pathetic. They forgot our order for Main couse and on asking repeatedly one of the servers mentioned that order was never placed.\nOnly 2 beers were available out of 4 or 5 mentioned in the list. Potatoe wedges were fine.\nShikari murgh was served cold. Very disappointing. They tasted average though.\nVeg Noodles tasted quite bad. No flavours at all.\nWill visit again on a Sunday eve for karaoke night and beer.\nThe rig team please improve upon your food and service.'), ('Rated 5.0'," """"RATED\n  For all those who feel brewery can't have good food then u have not visited THE RIG ??\n\nWith all the food and beverage options available for all kinds of people be it family and friends THE RIG is a perfect destination on sarjapur road.\n\nMust try: brewed beer"," sizzlers and pasta\n\n#rajeshwrites"""")", awesome service, good sitting and less noisy place to hangout.\n\nMy friend has suggested this place near Wipro.\n\nFood is great. Mutton Rogan with Naan was truly great. Both starters and main course are up to the mark.\n\nNow the best part was ambiance and service
